Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,"Total IBRD, IDA and GRANT Commitment $US",Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Last Update Date,Total_IBRD_IDA_clean
P157206,Western and Central Africa,Republic of Cote d'Ivoire,,Cote d'Ivoire Land Policy Improvement and Implementation Project,The Project Development Objective is to build the capacities and institutions necessary to support implementation of the national rural land tenure security program and to register customary land rights in selected rural areas.,"Ministry of Agriculture and Rural Development,National Rural Land Agency (AFOR)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P157206,"October 12, 2017","March 28, 2018","July 16, 2018","June 30, 2024",BANK APPROVED,O,,0.0,50000000.0,,0.0,Ministry of Economy and Finances,,A,,,,,"March 7, 2024",
P164445,Eastern and Southern Africa,Republic of Malawi,,Second Agriculture Sector Wide Approach Support Project,To improve the productivity of small-holder farmers and market access of selected commodities for small-holder farmers in Selected Districts of the Recipient's territory,"Malawi Roads Authority,Ministry of Agriculture, Irrigation and Water Development",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P164445,"November 16, 2017","April 7, 2018","April 25, 2018","June 30, 2023",BANK APPROVED,O,,,,,55000000.0,Republic of Malawi,,B,,,,,"July 30, 2024",
P160613,Eastern and Southern Africa,Republic of Burundi,,Burundi Landscape Restoration and Resilience Project,"The Project Development Objective is to restore land productivity in targeted degraded landscapes and, in the event of an eligible crisis or emergency, to provide immediate and effective response to said eligible crisis or emergency.","Ministry of Environment, Agriculture and Livestock",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160613,"February 13, 2017","April 11, 2018","September 21, 2018","September 30, 2024",BANK APPROVED,I,,0.0,30000000.0,,0.0,"Ministry of Finance, Budget, Cooperation and Economic Development",,B,,,,,"May 4, 2024",
P161473,East Asia and Pacific,Lao People's Democratic Republic,,Agriculture Competitiveness Project,The Project Development Objective (PDO) is to increase the competitiveness of selected agricultural value chains in the project areas.,Department of Planning and Finance,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161473,"April 24, 2017","April 26, 2018","June 25, 2018","March 31, 2025",BANK APPROVED,O,,0.0,25000000.0,,0.0,Lao People's Democratic Republic,,B,,,,,"December 1, 2023",
P162117,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Pakistan,,Sindh Barrages Improvement Project AF,The PDO will be revised to strengthen the Sindh Irrigation Department’s capacity to operate and manage barrages and improve the reliability and safety of Guddu and Sukkur Barrages in the Province of Sindh.,"Sindh Irrigation and Power Department,Irrigation Department, Government of Sindh",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P162117,"April 12, 2018","May 25, 2018",,"June 30, 2028",BANK APPROVED,I,,0.0,140000000.0,,0.0,"Irrigation Department,Economics Affairs Division, Government of Pakistan",,A,,,,,"February 1, 2022",
P161590,Western and Central Africa,Republic of Congo,,Support to Enterprise Development and Competitiveness Project,The objective of the Project is to foster MSME competitiveness in the targeted sectors and targeted geographic areas of the Republic of Congo's territory.,"Ministry of Plan, Statistics and Regional Integration",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161590,"July 19, 2017","May 30, 2018","May 20, 2019","May 30, 2023",BANK APPROVED,I,,25000000.0,0.0,,0.0,Republic of Congo,,B,,,,,"May 15, 2024",
P165442,Eastern and Southern Africa,Republic of Zambia,,Additional Financing for Zambia Strengthening Climate Resilience (PPCR Phase II),"The development objective of the project is to strengthen Zambia's institutional framework for climate resilience and improve the adaptive capacity of vulnerable communities in the Barotse sub-basin. The project involves three components:
 

 1. Strategic NationalProgram Support, aiming to strengthen the national institutional and financial framework for climate resilience, by (a) providing institutional support to the national climate change program; and (b) strengthening climate information.
 2. Support to ParticipatoryAdaptation, through strengthening of the adaptive capacity of vulnerable rural communities in the Barotse sub-basin.
 3. Pilot Participatory Adaptation, through the funding of actual participatory adaptation investments in the Barotse sub-basin, including (a) community adaptation sub-grants; (b) establishment and operation of an adaptation contingency fund; and (c) rehabilitation and strengthened management of traditional canals.","Zambia Metrological Agency,Ministry of Finance,Ministry of National Development Planning",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P165442,"April 9, 2018","June 18, 2018",,"December 31, 2022",BANK APPROVED,G,,,,,14600000.0,"Disaster Management and Mitigation Unit,Republic of Zambia",,B,,,,,"July 29, 2024",
P165286,Europe and Central Asia,Kyrgyz Republic,,Livelihoods for Youth Community Support Project,"The PDO is to support innovative livelihoods development and the employability of an estimated 4,000 young women and men in about 20 target communities in order to improve socio-economic opportunity and inclusion.",Public Foundation Kyrgyzstan Mountain Societies Development Support Programme (MSDSP),,https://projects.worldbank.org/en/projects-operations/project-detail/P165286,"December 8, 2017","June 27, 2018","April 10, 2019","January 15, 2023",BANK APPROVED,G,,,,,2730000.0,Public Foundation Kyrgyzstan Mountain Societies Development Support Programme (MSDSP),,B,,,,,"October 12, 2023",
P164052,Western and Central Africa,Republic of Mali,,Mali Drylands Development Project,To improve agricultural productivity and strengthen resilience of rural households living in the targeted dryland areas,Ministry of Agriculture,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P164052,"May 15, 2018","July 5, 2018","October 22, 2018","December 31, 2025",BANK APPROVED,I,,0.0,60000000.0,,0.0,Ministry of Finance,,B,,,,,"November 14, 2024",
P160806,Eastern and Southern Africa,Democratic Republic of the Congo,,DRC- SME Development and Growth Project,"The project development objective is to support the growth of Micro, Small and Medium-sized Enterprises (MSMEs) and increase employment and entrepreneurship opportunities for youth and women in select areas.",Justin Kalumba Mwana Ngongo,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P160806,"August 9, 2017","July 6, 2018","November 20, 2019","June 28, 2024",BANK APPROVED,I,,0.0,100000000.0,,0.0,Ministry of Finance,,B,,,,,"June 19, 2024",
P163923,Eastern and Southern Africa,Republic of Malawi,,Adolescent Nutrition-Sensitive Agriculture Pilot Project,To increase production and consumption of nutritious foods and to improve access to livelihood opportunities among selected female and male youths in targeted project areas in the districts of Mwanza and Ntchisi.,Farmers Union of Malawi (FUM),TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P163923,"November 28, 2017","July 27, 2018","August 28, 2018","December 31, 2021",BANK APPROVED,G,,,,,2730000.0,"Ministry of Agriculture, Irrigation and Water Development",,B,,,,,"July 30, 2024",
P166115,Western and Central Africa,Republic of Benin,,Benin Second Fiscal Reform and Growth DPF,The program development objectives of this FRG series are to: 1) strengthen fiscal management; 2) increase agricultural productivity and strengthen the financial viability of the power sector; and 3) improve equitable access to education and health services.,Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P166115,"April 23, 2018","August 30, 2018","November 16, 2018","June 30, 2019",BANK APPROVED,I,,0.0,15000000.0,,0.0,The Republic of Benin,,,,,,,"March 6, 2024",
P160320,Eastern and Southern Africa,Democratic Republic of the Congo,,Purchase / Sale of Emission Reductions (ER) to be generated under the Mai Ndombe ER Program,"The Project Development Objective is to make payments to the Recipient for measured, reported and verified Emission Reductions related to reduced deforestation, forest degradation and the enhancement of forest carbon stocks (ER payments) in the Mai-Ndombe province, and to distribute ER payments in accordance with the agreed Benefit Sharing Plan.",Ministry of Environment and Sustainable Development,,https://projects.worldbank.org/en/projects-operations/project-detail/P160320,"December 19, 2016","September 13, 2018","April 25, 2025","December 31, 2025",BANK APPROVED,G,,,,,55000000.0,Ministry of Finance,,B,,,,,"September 11, 2023",
P164443,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Afghanistan,,Women's Economic Empowerment Rural Development Project,To increase social and economic empowerment of poor rural women in selected communities.,Ministry of Women Affairs (MOWA),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164443,"February 19, 2018","September 28, 2018","October 23, 2018","June 30, 2025",BANK APPROVED,G,,0.0,25000000.0,,75000000.0,Ministry of Finance,,B,,,,,"April 16, 2023",
P166063,Eastern and Southern Africa,Republic of Mozambique,,2nd Additional Financing to Emergency Resilient Recovery Project,The Project Development Objective is to restore the functionality of critical infrastructure in a resilient manner in the disaster-affected provinces; and to improve the Government of Mozambique's capacity to respond promptly and effectively to an eligible crisisor emergency.,"National Directorate of Water Resources Management (DNGRH),Water and Sanitation Infrastructure Administration (AIAS),Ministry of Education and Human Development (MINEDH),National Institute for Irrigation (INIR)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166063,"October 10, 2018","October 30, 2018",,"November 30, 2021",BANK APPROVED,I,,0.0,13000000.0,,0.0,Ministry of Economy and Finance (MEF),,B,,,,,"August 5, 2024",
P164551,Eastern and Southern Africa,Republic of Mozambique,,Mozambique Land Administration Project (Terra Segura),"The Project Development Objective is to a) strengthen land tenure security in selected districts and improve the efficiency and accessibility of land administration services, and b) provide immediate and effective response to the emergency in Northern Mozambique.","Ministry of Land and Environment,National Fund for Social Development",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164551,"September 16, 2018","December 4, 2018","October 2, 2019","March 29, 2024",BANK APPROVED,I,,0.0,100000000.0,,0.0,Ministry of Economy and Finance,,B,,,,,"March 7, 2024",
P164555,Europe and Central Asia,Republic of Kosovo,,Real Estate & Geospatial Infrastructure Project,The Project Development Objective is to increase the quality and availability of land administration and geospatial data and services.,"Ministry of Environment, Spatial Planning and Infrastructure,Kosovo Cadastral Agency",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164555,"August 15, 2018","December 18, 2018","September 2, 2020","November 30, 2026",BANK APPROVED,I,,0.0,16500000.0,,0.0,Republic of Kosovo,,B,,,,,"March 15, 2024",
P167363,Europe and Central Asia,Republic of Turkiye,,GEF Turkey Irrigation Modernization,,Devlet Su ??leri (DSI),,https://projects.worldbank.org/en/projects-operations/project-detail/P167363,"January 19, 2018","January 22, 2019","May 30, 2019","December 31, 2028",BANK APPROVED,O,,,,,2000000.0,Republic of Turkey,,B,,,,,"February 22, 2024",
P163742,South Asia,Democratic Socialist Republic of Sri Lanka,,Climate Smart Irrigated Agriculture Project,The Project Development Objective is to improve the productivity and climate resilience of smallholder agriculture in selected hotspot areas.,Ministry of Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163742,"September 3, 2018","March 7, 2019","May 7, 2019","December 31, 2025",BANK APPROVED,I,,0.0,125000000.0,,0.0,Democratic Socialist Republic of Sri Lanka,,B,,,,,"June 20, 2024",
P164941,East Asia and Pacific,Kingdom of Tonga,,Tonga: Pathway to Sustainable Oceans,To improve management of selected fisheries and aquaculture in the Recipient's territory.,Ministry of Fisheries,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164941,"December 3, 2017","April 17, 2019","July 18, 2019","April 30, 2025",BANK APPROVED,I,,0.0,10000000.0,,0.0,Kingdom of Tonga,,B,,,,,"March 4, 2024",
P163745,Western and Central Africa,Republic of Ghana,,Additional Financing for Ghana Forest Investment Program (FIP) - Enhancing Natural Forest and Agroforest Landscapes Project,"To improve forest and tree management practices by cocoa farmers, CREMA communities and forest reserve managers to reduce forest loss and degradation and demonstrate rehabilitation of mined-out sites in selected landscapes in Ghana's High Forest Zone (HFZ).",Ministry of Lands and Natural Resources,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163745,"February 11, 2019","May 3, 2019",,"June 14, 2024",BANK APPROVED,G,,,,,19390000.0,"Government of Ghana,Republic of Ghana",,B,,,,,"October 16, 2023",
P160672,Eastern and Southern Africa,Kingdom of Lesotho,,Lesotho Lowlands Water Development Project - Phase II,The Proposed Development Objectives are to: (a) increase water availability and access to improved water supply services in two priority zones; and (b) improve technical and financial performance of WASCO.,Lowlands Unit,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160672,"November 27, 2017","May 17, 2019","August 9, 2019","March 31, 2026",BANK APPROVED,I,,0.0,84000000.0,,0.0,Ministry of Natural Resources - Commission of Water,,A,,,,,"May 2, 2024",
P168204,Eastern and Southern Africa,Republic of Kenya,,Inclusive Growth and Fiscal Management Development Policy Financing,The program development objectives are to: (i) crowd in private investment and financing for affordable housing; (ii) enhance farmer incomes and food security; (iii) create fiscal space to allow the government to invest in key development programs; and (iv) crowdin private investment and leverage digitization to support the government’s inclusive growth agenda.,National Treasury and Planning,,https://projects.worldbank.org/en/projects-operations/project-detail/P168204,"March 4, 2019","May 28, 2019","June 26, 2019","June 30, 2020",BANK APPROVED,I,,0.0,750000000.0,,0.0,Republic of Kenya,,,,,,,"April 19, 2023",
P165220,Latin America and Caribbean,St. Vincent and the Grenadines,,First Fiscal Reform and Resilience Development Policy Credit,The DPF supports the Government of St. Vincent and the Grenadines in implementing a program of policy and institutional reforms to support improved public resource management by strengthening fiscal policy and public financial management and by reinforcing disaster and climate change resilience.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P165220,"June 5, 2019","June 5, 2019","July 16, 2019","December 31, 2019",BANK APPROVED,I,,0.0,30000000.0,,0.0,Ministry of Finance,,,,,,,"August 16, 2023",
P168326,Europe and Central Asia,Republic of Tajikistan,,Rural Economy Development Project,Project Development Objective is to improve the sources of livelihood for local populations in GBAO and Khatlon through tourism and agribusiness.,The Ministry of Finance,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P168326,"December 12, 2018","June 20, 2019","June 27, 2020","December 31, 2025",BANK APPROVED,I,,0.0,30000000.0,,0.0,The Republic of Tajikistan,,,Substantial,,,,"March 27, 2024",
P168385,Latin America and Caribbean,Republic of Honduras,,Integrating Innovation for Rural Competitiveness in Honduras - COMRURAL II,The PDO is to improve access to markets and climate-smart practices and contribute to the economic inclusion of targeted beneficiaries in select agricultural value chains.,Secretaría de Agricultura y Ganadería,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P168385,"November 16, 2018","June 27, 2019","May 4, 2020","March 31, 2026",BANK APPROVED,I,,0.0,75000000.0,,0.0,Republic of Honduras,,B,,,,,"May 23, 2024",
P171114,Eastern and Southern Africa,Republic of Zimbabwe,,Zimbabwe Idai Recovery Project,The Project Development Objective (PDO) is to address the early and medium-term resilient disaster recovery needs of cyclone-affected people,United Nations Office for Project Services (UNOPS),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P171114,"June 14, 2019","July 16, 2019","July 29, 2019","June 30, 2023",BANK APPROVED,I,,0.0,72000000.0,,0.0,United Nations Office for Project Services (UNOPS),,,Moderate,,,,"December 18, 2023",
P165983,Europe and Central Asia,Kyrgyz Republic,,National Water Resources Management Project Additional Financing,The project development objective of the NWRMP is to improve water resources management capability and irrigation service delivery for the benefit of water users.,Department of Water Resources,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P165983,"July 8, 2019","August 26, 2019",,"April 1, 2024",BANK APPROVED,G,,,,,4490000.0,KYRGYZ REPUBLIC,,B,,,,,"December 13, 2023",
P167767,Latin America and Caribbean,Republic of Honduras,,Improving the Livelihoods of Miskito Indigenous Peoples in La Moskitia,"The development objective is to promote socio-economic productive activities to improve the livelihoods of Miskito indigenous peoples in Selected Territories in Honduras. Specifically, the project would work with Miskito communities seeking to target at least 1,800 Miskito indigenous peoples in the four selected territories.",Fundacion Ayuda en Accion,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167767,"March 11, 2019","November 6, 2019","October 21, 2020","February 28, 2024",BANK APPROVED,G,,,,,2722200.0,Fundacion Ayuda en Accion,,,Substantial,,,,"August 30, 2024",
P166322,Western and Central Africa,Republic of Guinea,,"Guinea First Fiscal Management, Competitiveness, and Energy Reform DPF",The Program Development Objectives and pillars of the DPF series are: (i) strengthening fiscal management; (ii) enhancing the institutional and regulatory framework to promote competitiveness; and (iii) improving the financial performance of the energy sector.,Ministere de l'Economie et des Finances,,https://projects.worldbank.org/en/projects-operations/project-detail/P166322,"March 22, 2019","November 26, 2019","December 11, 2019","December 31, 2020",BANK APPROVED,I,,0.0,90000000.0,,0.0,Ministry of Economy and Finance,,,,,,,"March 6, 2024",
P167786,Europe and Central Asia,,,Strengthening agriculture sector capacities for evidence-based policy making,The objective of the proposed project is “to strengthen the M&E capacity and systems of the MoAFWM and its decentralized services for evidence-based strategic planning in agriculture and rural development”.,"Ministry of Agriculture, Forestry and Water Management",,https://projects.worldbank.org/en/projects-operations/project-detail/P167786,"February 27, 2019","December 4, 2019","March 12, 2020","November 30, 2024",BANK APPROVED,G,,,,,1800000.0,Republic of Serbia,,,,,,,"April 8, 2024",
P168310,South Asia,Republic of India,,State of Maharashtra's Agribusiness and Rural Transformation Project,"The project development objective is to support the development of inclusive and competitive agriculture value chains, focusing on smallholder farmers and agri-entrepreneurs in Maharashtra.","Department of Agriculture, Government of Maharashtra",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P168310,"October 17, 2018","December 17, 2019","March 23, 2020","March 31, 2027",BANK APPROVED,I,,210000000.0,0.0,,0.0,Republic of India,,B,,,,,"February 2, 2024",
P168014,Europe and Central Asia,"North Macedonia, Republic of",,Agriculture Modernization Project,Improve competitiveness in targeted agricultural sub-sectors and strengthen agricultural public sector readiness for EU accession.,"Ministry of Agriculture, Forestry and Water Economy",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P168014,"March 11, 2019","January 30, 2020","June 18, 2021","December 31, 2027",BANK APPROVED,G,,44368352.0,0.0,,4400000.0,Ministry of Finance,,,Moderate,,,,"January 24, 2024",
P171796,Europe and Central Asia,Georgia,,Additional Financing for Irrigation and Land Market Development Project,"The Project Development Objectives are to: (a) improve delivery of the irrigation and drainage services in selected areas; and (b) develop improved policies, procedures, and systems as a basis for a national land management program.","Ministry of Justice,Ministry of Environment Protection and Agriculture,National Agency of Public Registry (NAPR)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P171796,"December 11, 2019","February 20, 2020",,"September 30, 2023",BANK APPROVED,I,,20400000.0,0.0,,0.0,"Public Debt Management Department, Ministry of Finance of Georgia",,B,,,,,"October 12, 2023",
P163980,Eastern and Southern Africa,Republic of Kenya,,Marine Fisheries and Socio-Economic Development Project,The Project Development Objective is to improve management of priority fisheries and mariculture and increase access to complementary livelihood activities in coastal communities.,"Ministry of Mining, Blue Economy and Maritime Affairs",No,https://projects.worldbank.org/en/projects-operations/project-detail/P163980,"October 16, 2017","March 10, 2020","August 10, 2020","September 30, 2026",BANK APPROVED,I,,0.0,100000000.0,,0.0,The Republic of Kenya,,B,,,,,"February 9, 2024",
P169505,Latin America and Caribbean,Republic of Paraguay,,Paraguay First Economic Management Development Policy Loan,"The Development objectives of the proposed DPL are to (a) improve the enabling conditions for more resilient, private sector-led growth, (b) promote economic growth that is more environmentally sustainable and resilient to climate-induced shocks, and (c) increaseresilience through more efficient and accountable management of public resources.",Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P169505,"June 12, 2019","March 19, 2020","May 5, 2020","June 30, 2023",BANK APPROVED,I,,200000000.0,0.0,,0.0,"Aduanas,Instituto Forestal Nacional,Ministry of Industry and Commerce",,,,,,,"August 16, 2023",
P169758,East Asia and Pacific,People's Republic of China,,Henan Green Agriculture Fund Project,"The proposed objective is to demonstrate the viability of financing green agriculture investments, and foster the innovation and adoption of green agriculture standards and technologies in Henan.",Henan Agriculture Development Fund Investment Corporation,No,https://projects.worldbank.org/en/projects-operations/project-detail/P169758,"May 23, 2019","March 26, 2020","October 14, 2021","December 31, 2026",BANK APPROVED,I,,100000000.0,0.0,,0.0,People’s Republic of China,,,Substantial,,,,"December 10, 2023",
P172351,East Asia and Pacific,Kingdom of Cambodia,,AF Cambodia Sustainable Landscape and Ecotourism Project,"The Project Development Objective is to improve protected areas management, and to promote ecotourism opportunities and non-timber forest product value chains in the Cardamom Mountains-Tonle Sap landscape.","Ministry of Environment,Ministry of Rural Development",No,https://projects.worldbank.org/en/projects-operations/project-detail/P172351,"February 18, 2020","May 6, 2020","July 21, 2020","December 31, 2027",BANK APPROVED,O,,,,,4420000.0,Kingdom of Cambodia,,B,,,,,"October 24, 2023",
P172321,Eastern and Southern Africa,Republic of Kenya,,Kenya Inclusive Growth and Fiscal Management DPO 2,"The program development objectives are to: (i) crowd in private investment and financing for affordable housing; (ii)
 enhance farmer incomes and food security; (iii) create fiscal space to support the government’s inclusive growth agenda; and (iv) crowd in private investment and leverage digitization to support the government’s inclusive growth agenda.",The National Treasury,,https://projects.worldbank.org/en/projects-operations/project-detail/P172321,"December 30, 2019","May 19, 2020","May 22, 2020","June 30, 2021",BANK APPROVED,I,,250000000.0,750000000.0,,0.0,REPUBLIC OF KENYA,,,,,,,"April 19, 2023",
P161706,Western and Central Africa,Western and Central Africa,,Lake Chad Region Recovery and Development Project,"Contribute to the recovery of the Lake Chad Region through supporting regional coordinating and crisis monitoring, connectivity and agricultural livelihoods in selected provinces of the Republic of Cameroon, Republic of Chad and Republic of Niger (Participating Countries)","Lake Chad Basin Commission,Executive Secretariat for the SDS Sahel Niger (SE/SDS Sahel-Niger),PROLAC PIU (Cameroon),PROLAC PIU (Chad)",No,https://projects.worldbank.org/en/projects-operations/project-detail/P161706,"June 28, 2019","May 26, 2020","November 25, 2020","December 31, 2025",BANK APPROVED,I,,0.0,170000000.0,,0.0,"Republic of Chad,Lake Chad Basin Commission,Republic of Niger,Republic of Cameroon",,B,,,,,"March 27, 2024",
P168132,Western and Central Africa,Republic of Benin,,AGRICULTURAL COMPETITIVENESS AND EXPORT DIVERSIFICATION PROJECT,The project development objective (PDO) is to increase productivity and market access for selected agri-food value chains in Benin.,"Ministere de l'Agriculture, de l'Elevage et de la Peche",No,https://projects.worldbank.org/en/projects-operations/project-detail/P168132,"November 27, 2019","June 2, 2020","October 22, 2020","April 30, 2030",BANK APPROVED,I,,0.0,160000000.0,,0.0,Government of Benin,,,Substantial,,,,"November 14, 2024",
P169150,Europe and Central Asia,Republic of Kosovo,,Fostering and Leveraging Opportunities for Water Security Program,"The proposed project development objective is to: (i) strengthen national capacity for managing water security, and (ii) improve water security in Morava e Binces basin.","Ministry of Environment, Spatial Planning and Infrastructure",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P169150,"May 17, 2019","June 9, 2020","March 1, 2022","November 30, 2025",BANK APPROVED,I,,0.0,27400000.0,,2180000.0,"Ministry of Finance, Labor and Transfers",,,Substantial,,,,"March 18, 2024",
P174170,"Middle East, North Africa, Afghanistan, and Pakistan",Republic of Yemen,,Yemen Desert Locust Response Project,"The Project Development Objectives are to control the desert locust outbreak, support livelihoods in locust-affected areas and strengthen Yemen’s preparedness for future locust infestations.",Food and Agriculture Organization (FAO),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P174170,"May 21, 2020","June 17, 2020","July 14, 2020","December 27, 2024",BANK APPROVED,I,,0.0,25000000.0,,0.0,Food and Agriculture Organization (FAO),,,Substantial,,,,"April 29, 2024",
P167860,Eastern and Southern Africa,Republic of Malawi,,Malawi Watershed Services Improvement Project,Increase adoption of sustainable landscape management practices and improve watershed services in targeted watersheds,Ministry of Water and Sanitation,No,https://projects.worldbank.org/en/projects-operations/project-detail/P167860,"January 16, 2019","June 19, 2020","December 21, 2020","July 31, 2026",BANK APPROVED,I,,0.0,157000000.0,,0.0,Republic of Malawi,,,High,,,,"March 3, 2024",
P172399,East Asia and Pacific,Republic of the Philippines,,Support to Parcelization of Lands for Individual Titling (SPLIT) Project,To improve land tenure security and stabilize property rights of agrarian reform beneficiaries (ARBs).,Department of Agrarian Reform,No,https://projects.worldbank.org/en/projects-operations/project-detail/P172399,"November 15, 2019","June 26, 2020","October 9, 2020","December 31, 2027",BANK APPROVED,I,,370000000.0,0.0,,0.0,Republic of the Philippines,,,High,,,,"March 4, 2024",
P170365,Europe and Central Asia,Republic of Kazakhstan,,Sustainable Livestock Development Program For Results,"The Program Development Objective is to support the development of an environmentally sustainable, inclusive, and competitive beef production in Kazakhstan",Ministry of Agriculture,,https://projects.worldbank.org/en/projects-operations/project-detail/P170365,"July 9, 2019","July 2, 2020",,"January 14, 2022",BANK APPROVED,I,,500000000.0,0.0,,0.0,Ministry of Finance,,,,,,,"July 8, 2024",
P171284,Europe and Central Asia,Republic of Moldova,,Third Additional Financing for the Agriculture Competitiveness Project,"The Project Development Objective is to enhance the competitiveness of the agro-food sector by supporting the modernization of the food safety management system, facilitating market access for farmers, and mainstreaming agro-environmental and sustainable land management practices.","Ministry of Agriculture, Regional Development and Environment",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P171284,"May 29, 2020","July 30, 2020",,"December 31, 2025",BANK APPROVED,I,,0.0,15000000.0,,0.0,Ministry of Finance,,B,,,,,"July 8, 2024",
P160688,Latin America and Caribbean,Republic of Nicaragua,,Resilient Landscapes Management Project,"The Project Development Objective (PDO) is to strengthen the National Protected Areas System and support sustainable land use and restoration practices in selected areas of the Dry Corridor of Nicaragua to foster biodiversity conservation, resilient landscapes, and local livelihoods.","National Forest Development Fund (FONADEFO),Ministry of Environment and Natural Resources (MARENA)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160688,"July 31, 2017","August 31, 2020",,,CONCEPT REVIEW,O,,,,,10274776.0,"Government of Nicaragua, Ministry of Finance and Public Credit (MHCP)",,B,,,,,"December 19, 2024",
P172153,Eastern and Southern Africa,Republic of Rwanda,,Rwanda NDC Deep Dive: Advancing Financial Innovation to scale up Climate Action,The objective is to enhance the capacity of the government of Rwanda to advance financial innovation to accelerate climate change adaptation and mitigation in line with its Nationally Determined Contribution under the Paris Agreement.,Rwanda Green Fund (FONERWA),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P172153,"February 3, 2020","September 27, 2020","October 6, 2020","December 31, 2023",BANK APPROVED,G,,,,,4600000.0,Ministry of Finance and Economic Planning (MINECOFIN),,,Moderate,,,,"July 29, 2024",
P170215,South Asia,Nepal,,Rural Enterprise and Economic Development Project,To strengthen rural market linkages and entrepreneurship ecosystem.,Ministry of Agriculture and Livestock Development,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P170215,"June 2, 2019","October 28, 2020","March 19, 2021","April 15, 2026",BANK APPROVED,I,,0.0,37500000.0,,0.0,Nepal,,,Substantial,,,,"May 9, 2024",
P171543,Europe and Central Asia,Republic of Turkiye,,Agricultural Employment Support for Refugees and Turkish Citizens through Enhanced Market Linkages,To improve the conditions for formal agricultural employment opportunities in selected host communities,Agricultural Credit Cooperatives Central Union,No,https://projects.worldbank.org/en/projects-operations/project-detail/P171543,"March 24, 2020","November 20, 2020","January 22, 2021","June 30, 2025",BANK APPROVED,G,,,,,54704412.0,Agricultural Credit Cooperatives Central Union,,,Substantial,,,,"May 22, 2024",
P174107,Latin America and Caribbean,Republic of Panama,,Panama Pandemic Response and Growth Recovery Development Policy Operation,"The objective of this operation is to protect human capital during the COVID-19 crisis, while strengthening institutions to foster human capital accumulation and support a more inclusive and sustainable economic recovery.",Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P174107,"September 8, 2020","December 8, 2020","December 23, 2020","December 31, 2021",BANK APPROVED,I,,300000000.0,0.0,,0.0,Republic of Panama,,,,,,,"August 16, 2023",
P169970,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Afghanistan,,"Afghanistan Water, Sanitation, Hygiene and Institutional Support Project",The Project Development Objective (PDO) is to improve access to and quality of water supply in selected cities and to strengthen the capacity of AUWSSC to deliver sustainable services in order to contribute to national efforts to manage COVID-19 and other disasters.,Afghanistan Urban Water Supply and Sewerage Corporation (AUWSSC),No,https://projects.worldbank.org/en/projects-operations/project-detail/P169970,"June 12, 2019","December 11, 2020","March 28, 2021","January 29, 2026",BANK APPROVED,G,,0.0,50000000.0,,150000000.0,Islamic Republic of Afghanistan,,,Substantial,,,,"December 4, 2023",
