Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,"Total IBRD, IDA and GRANT Commitment $US",Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Last Update Date,Total_IBRD_IDA_clean
P177661,East Asia and Pacific,Pacific 2 (EPF2),,Forum Fisheries Agency: Pacific Islands Regional Oceanscape Program - Second Phase for Economic Resilience,"The Development Objective of the Series of Projects is to strengthen the shared management of selected Pacific Island oceanic and coastal fisheries, and the critical habitats upon which they depend. For FFA's second phase Project ('FFA PROPER'), the Project Development Objective (PDO) is to strengthen regional capacity for management and sustainable development of the oceanic fisheries sector in Selected Pacific Island Countries. Targeted FFA member countries include: Federated States of Micronesia, Independent State ofPapua New Guinea, Independent State of Samoa, Kingdom of Tonga, Nauru, Palau, Republic of Fiji, Republic of Kiribati, Republic of the Marshall Islands, Republic of Vanuatu, Solomon Islands, and Tuvalu.",Forum Fisheries Agency (FFA),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P177661,"June 24, 2022","July 28, 2023","August 17, 2023","July 31, 2028",BANK APPROVED,I,,0.0,9000000.0,,0.0,Forum Fisheries Agency (FFA),,,Moderate,,,,"June 20, 2023",
P180319,Latin America and Caribbean,Republic of Ecuador,,Ecuador Third Green and Resilient Recovery DPF (EGARR-DPF3),"The Program’s Development Objective (PDO) is to assist the government of Ecuador in its agenda to tackle selected structural challenges to foster inclusive, resilient, and low-carbon development.",Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P180319,"May 11, 2023","August 4, 2023","August 30, 2023","December 31, 2024",BANK APPROVED,I,,500000000.0,0.0,,0.0,Republic of Ecuador,,,,,,,"January 19, 2024",
P181139,Western and Central Africa,Western and Central Africa,,"Additional Financing to West Africa Food Systems Resilience Program, Phase 1",To increase preparedness against food insecurity and improve the resilience of food systems in participating countries.,"Ministry of Agriculture, Hydro-Agricultural Developments and Mechanization - Burkina Faso,Ministry of Rural Development - Mali,Ministry of Agriculture - Niger,Ministry of Agriculture, Livestock and Rural Development - Togo",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P181139,"July 11, 2023","August 11, 2023",,"May 31, 2027",BANK APPROVED,G,,,,,20000000.0,"CILSS,ECOWAS,Republic of Togo,Republic of Burkina Faso,Republic of Mali,Republic of Niger,CORAF",,,,,,,"November 14, 2024",
P181339,"Middle East, North Africa, Afghanistan, and Pakistan",Republic of Tunisia,,Additional Financing to Tunisia Emergency Food Security Response Project,"To (a) ensure, in the short-term, the supply of (i) agricultural inputs for farmers to secure the next cropping seasons and for continued dairy production, and (ii) wheat for uninterrupted access to bread and other grain products for poor and vulnerable households; and (b) strengthen Tunisia’s resilience to food crises by laying the ground for reforms of the grain value chain.",Office des Céréales,No,https://projects.worldbank.org/en/projects-operations/project-detail/P181339,"July 20, 2023","August 22, 2023",,"December 31, 2026",BANK APPROVED,G,,,,,11161905.0,Ministry of Economy,,,,,,,"March 26, 2024",
P178635,South Asia,Kingdom of Bhutan,,Bhutan Second Green and Resilient Growth Development Policy Credit,"The operation aims to (i) strengthen resilient and private sector-led growth through fiscal sustainability and enhanced access to finance and markets, and (ii) foster green growth focused on renewable natural resources.",Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P178635,"March 29, 2023","August 22, 2023","August 23, 2023","June 30, 2024",BANK APPROVED,I,,0.0,50000000.0,,0.0,The Kingdom of Bhutan,,,,,,,"November 10, 2023",
P179294,Western and Central Africa,Republic of Togo,,Togo's First Sustainable and Inclusive Development Policy Financing,"Support green, inclusive and resilient development in Togo by (i) promoting sustainable agriculture, rural electrification and climate mitigation; (ii) boosting human capital and resilience to shocks, and (iii) rebuilding fiscal space for priority interventions.",Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P179294,"December 22, 2022","September 6, 2023","September 26, 2023","October 20, 2024",BANK APPROVED,I,,0.0,150000000.0,,0.0,"Ministry of Economy and Finance,Republic of Togo",,,,,,,"November 10, 2023",
P181087,South Asia,Nepal,,Food And Nutrition Security Enhancement Project II,"The PDO is to enhance climate resilience, and improve agricultural productivity and nutrition practices of targeted smallholder farming communities in selected areas of Nepal.","Ministry of Agriculture and Livestock Development,Ministry of Agriculture and Livestock Development",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P181087,"May 4, 2023","September 18, 2023","December 1, 2023","June 30, 2027",BANK APPROVED,G,,,,,20000000.0,"Nepal,Nepal",,,Moderate,,,,"May 19, 2023",
P180266,Eastern and Southern Africa,Republic of Mauritius,,Rodrigues Airport Project,The Project Development Objective (PDO) is to improve air transport access and enhance the climate resilience and productivity of the island of Rodrigues.,"Airport of Rodrigues Limited (ARL),Airports of Mauritius Co. Ltd (AML)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P180266,"December 18, 2022","September 29, 2023","October 2, 2024","June 30, 2029",BANK APPROVED,I,,184000000.0,0.0,,16000000.0,Republic of Mauritius,,,High,,,,"October 1, 2023",
P179763,Eastern and Southern Africa,Union of the Comoros,,Comoros First Fiscal Management and Resilient Growth (FIMARG) Development Policy Financing Series,The program development objectives (PDOs) are the following: (i) enhance debt management and public expenditure efficiency; (ii) strengthen resilience to shocks; and (iii) improve state-owned enterprises governance and performance.,"Ministère des Finances, du Budget et du Secteur Bancaire / Ministry of Finance, Budget and Banking Sector",,https://projects.worldbank.org/en/projects-operations/project-detail/P179763,"May 26, 2023","September 29, 2023","October 19, 2023","December 15, 2024",BANK APPROVED,I,,0.0,20000000.0,,0.0,Union of the Comoros,,,,,,,"August 22, 2023",
P179801,"Middle East, North Africa, Afghanistan, and Pakistan",West Bank and Gaza,,Finance for Jobs III,"To sustain and expand the scope of the innovative financial instruments tested under F4J I & II, to incentivize private investment mobilization and job creation.",DAI,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179801,"December 22, 2022","October 2, 2023","December 12, 2023","December 22, 2028",BANK APPROVED,O,,,,,15000000.0,Ministry of Planning (MOPIC),,,Substantial,,,,"July 24, 2023",
P178161,Eastern and Southern Africa,Republic of Rwanda,,Volcanoes Community Resilience Project,"To reduce risk of flooding, strengthen land management, and improve livelihoods of people in the project area.","Rwanda Environmental Management Authority,Rwanda Development Board,Rwanda Water Resources Board,Rwanda Meteorology Agency,Ministry of Environment",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P178161,"November 1, 2022","October 2, 2023","January 5, 2024","December 31, 2028",BANK APPROVED,O,,0.0,50000000.0,,122000000.0,Republic of Rwanda,,,High,,,,"July 9, 2023",
P179737,Europe and Central Asia,Republic of Kosovo,,Improvement and Rehabilitation of Irrigation Systems Project,The project development objective is to increase the efficiency of water utilization and boost agricultural productivity in the project area.,"Ministry of Agriculture, Forestry and Rural Development",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179737,"October 27, 2022","October 12, 2023","March 26, 2024","March 31, 2026",BANK APPROVED,G,,,,,9707235.0,Republic of Kosovo,,,Moderate,,,,"February 21, 2024",
P181345,Eastern and Southern Africa,Republic of Kenya,,SECOND ADDITIONAL FINANCING FOR KENYA WATER SECURITY AND CLIMATE RESILIENCE PROJECT,(a) increase access to irrigation water for project beneficiaries and (b) enhance the institutional framework and strengthen capacity for water security and climate resilience in certain areas of the territory of the Recipient.,Ministry of Water & Sanitation,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P181345,"August 14, 2023","October 27, 2023",,"May 31, 2025",BANK APPROVED,I,,0.0,30000000.0,,0.0,Republic of Kenya,,A,,,,,"March 24, 2024",
P180732,Europe and Central Asia,Ukraine,,Ukraine Agriculture Recovery Inclusive Support Emergency (ARISE) Project,The Project Development Objective is to maintain inclusive agricultural production and provide immediate and effective response to an eligible crisis or emergency.,"Business Development Fund,Ministry of Agrarian Policy and Food",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P180732,"July 29, 2023","October 30, 2023","December 18, 2023","September 30, 2028",BANK APPROVED,I,,230000000.0,0.0,,365000000.0,Ukraine,,,Substantial,,,,"January 25, 2024",
P181184,Western and Central Africa,Republic of Congo,,Additional Financing to the Climate-Resilient and Inclusive Livelihoods Project,"To strengthen landscape management, increase the use of improved livelihood activities, and reduce food insecurity in targeted communities.","Republic of Congo - Ministry of Planning, Statistics, and Regional Integration",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P181184,"October 8, 2023","November 10, 2023",,"May 31, 2028",BANK APPROVED,I,,0.0,50000000.0,,0.0,Republic of Congo,,,,,,,"March 17, 2024",
P179367,Latin America and Caribbean,Oriental Republic of Uruguay,,Uruguay Green and Resilient Growth Development Policy Loan,"The Program Development Objective is to promote i) greening of the economy, and ii) stronger and more resilient growth.",Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P179367,"December 6, 2022","November 16, 2023","May 8, 2024","November 30, 2025",BANK APPROVED,I,,350000000.0,0.0,,0.0,Oriental Republic of Uruguay,,,,,,,"July 18, 2023",
P174733,East Asia and Pacific,Mongolia,,Virtual Cooperatives of Pastoral Livestock Communities,To improve livelihoods of remote pastoral livestock communities in targeted locations by harnessing digital technologies and services.,Ministry of Food Agriculture and Light Industry,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P174733,"March 24, 2021","November 16, 2023","August 20, 2024","December 31, 2026",BANK APPROVED,G,,,,,2752294.0,Mongolia,,,Moderate,,,,"November 17, 2023",
P179338,Western and Central Africa,Republic of Cote d'Ivoire,,Côte d'Ivoire Rural Land Tenure Management Strengthening Program,"The Program Development Objectives are to strengthen the National Rural Land Tenure Program (PNSFR) delivery systems, increase landregistration efficiency, and increase land administration capacity.",Agence Foncière Rurale,,https://projects.worldbank.org/en/projects-operations/project-detail/P179338,"December 21, 2022","November 17, 2023","February 29, 2024","February 1, 2029",BANK APPROVED,I,,0.0,200000000.0,,0.0,Republic of Côte d'Ivoire,,,,,,,"June 1, 2023",
P181077,Eastern and Southern Africa,Republic of Rwanda,,SECOND SUSTAINABLE AGRICULTURAL INTENSIFICATION AND FOOD SECURITY PROJECT,"To increase agricultural productivity, market access, and food security of the targeted beneficiaries in the project areas.",Rwanda Agriculture and Animal Resources Development Board (RAB),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P181077,"July 14, 2023","November 19, 2023","March 6, 2024","December 31, 2026",BANK APPROVED,G,,,,,20000000.0,Republic of Rwanda,,,Substantial,,,,"July 17, 2023",
P177748,Western and Central Africa,Republic of The Gambia,,Gambia First Boosting Resilience and Unlocking Productive Potential DPF with Cat DDO,"Support The Gambia’s efforts to (i) unlock its productive potential; (ii) strengthen procurement, economic governance of SOEs, and domestic revenue mobilization; and (iii) strengthen climate and social resilience.",Ministry of Finance and Economic Affairs,,https://projects.worldbank.org/en/projects-operations/project-detail/P177748,"May 15, 2023","November 20, 2023","December 5, 2023","December 31, 2027",BANK APPROVED,I,,0.0,60000000.0,,0.0,Republic of The Gambia,,,,,,,"May 11, 2023",
P178668,Eastern and Southern Africa,Republic of Mozambique,,Mozambique Second Institutions and Economic Transformation DPF,The program development objectives of this DPF are to: (i) strengthen budget institutions and responsibility; (ii) improve the investment climate and financial access; and (iii) promote resilient and low-carbon growth potential.,Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P178668,"December 15, 2022","November 22, 2023","December 5, 2023","December 31, 2024",BANK APPROVED,I,,0.0,300000000.0,,0.0,Republic of Mozambique,,,,,,,"January 28, 2024",
P179037,Latin America and Caribbean,Republic of Peru,,Irrigation for Climate Resilient Agriculture,The project development objective (PDO) is to improve the sustainability and efficacy of water services for irrigation and the productivity of water on family farms in selected areas that are vulnerable to climate change.,Programa Subsectorial de Irrigaciones - PSI,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179037,"August 19, 2022","November 28, 2023","April 16, 2024","December 31, 2029",BANK APPROVED,I,,100000000.0,0.0,,0.0,Republic of Peru,,,Moderate,,,,"May 2, 2023",
P177467,Europe and Central Asia,Kyrgyz Republic,,Kyrgyz Republic Air Quality Improvement Project,The Project Development Objective is to i) strengthen the capacity of the Kyrgyz Republic to manage air quality; and ii) reduce net PM2.5 and GHG emissions in Bishkek.,"Ministry of Natural Resources, Ecology and Technical Supervision,Ministry of Finance",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P177467,"July 14, 2022","November 29, 2023","June 6, 2024","December 31, 2030",BANK APPROVED,I,,0.0,50000000.0,,0.0,Kyrgyz Republic,,,Moderate,,,,"July 10, 2023",
P176163,Europe and Central Asia,Republic of Albania,,Clean and Resilient Environment for Blue Sea Project,The Project Development Objective (PDO) is to reduce pollution from land-based sources into the aquatic environment in selected areas of the South-West Coastal Belt of Albania.,"Ministry of Tourism and Environment,Agency for Water Supply and Sewerage and Waste Infrastructure",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P176163,"September 20, 2021","December 1, 2023","March 31, 2025","March 29, 2030",BANK APPROVED,I,,80000000.0,0.0,,0.0,Republic of Albania,,,Substantial,,,,"July 19, 2023",
P180940,Eastern and Southern Africa,Republic of South Sudan,,South Sudan Resilient Agricultural Livelihoods Project Additional Financing,The project development objective is to strengthen capacity of farmers and their organizations and improve agricultural production.,Ministry of Agriculture and Food Security,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P180940,"November 2, 2023","December 4, 2023",,"August 23, 2026",BANK APPROVED,G,,0.0,30000000.0,,500000.0,Ministry of Finance and Planning,,,,,,,"May 28, 2024",
P179083,Europe and Central Asia,Republic of Armenia,,Promoting Social Accountability in the Governance of Armenian Water Resources,"The project development objective is to promote, on a pilot basis, local climate action by strengthening community-level partnerships for improved water resource management practices in target communities.","Urban Foundation for Sustainable Development (UFSD),Hetq Investigative Journalists NGO (HIJ)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179083,"October 14, 2022","December 5, 2023",,"December 31, 2025",CONCEPT REVIEW,G,,,,,402000.0,Urban Foundation for Sustainable Development (UFSD),,,Low,,,,"December 19, 2024",
P180470,Europe and Central Asia,Republic of Uzbekistan,,First Inclusive and Resilient Market Economy Development Policy Operation,To support Uzbekistan’s transition to an inclusive and resilient market economy through: (i) creating markets; (ii) improving fiscal risk management and public procurement; and (iii) supporting social inclusion and green resilience.,Ministry of Economy and Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P180470,"October 1, 2023","December 7, 2023","December 8, 2023","June 30, 2025",BANK APPROVED,I,,300000000.0,500000000.0,,0.0,Republic of Uzbekistan,,,,,,,"July 13, 2023",
P180196,Eastern and Southern Africa,Republic of Rwanda,,"Boosting Green Finance, Investment and Trade in Rwanda","The PDO is to support the implementation of a reform agenda to boost green, private sector-led growth in Rwanda and stimulate green investments.","Ministry Of Trade And Industry,Rwanda Inspectorate, Competition and Consumer Protection Authority,Rwanda Development Board,Ministry of Environment,National Bank of Rwanda,Ministry of Finance and Economic Planning",,https://projects.worldbank.org/en/projects-operations/project-detail/P180196,"June 13, 2023","December 8, 2023","December 20, 2023","April 30, 2024",BANK APPROVED,I,,0.0,125000000.0,,0.0,Government of Rwanda,,,,,,,"May 25, 2023",
P179599,East Asia and Pacific,Tuvalu,,Pacific Islands Regional Oceanscape Program - Second Phase for Economic Resilience: Tuvalu,"The Development Objective of the Series of Projects is to strengthen the shared management of selected Pacific Island oceanic and coastal fisheries, and the critical habitats upon which they depend.
 

 For Tuvalu’s second phase’s project (“Tuvalu PROPER”), the proposed Project Development Objective (PDO) is to strengthen regional collaboration and national capacity for the management and the sustainable development of the oceanic and coastal fisheries sector in Tuvalu.",Tuvalu Fisheries Department,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P179599,"March 10, 2023","December 8, 2023","January 30, 2024","December 31, 2029",BANK APPROVED,I,,0.0,13050000.0,,0.0,Tuvalu,,,Moderate,,,,"February 25, 2024",
P179006,Western and Central Africa,Republic of Cote d'Ivoire,,Cote d'Ivoire Second Investment for Growth DPF,The Program Development Objective (PDO) of the proposed operation is :(1) strengthen competition in key enabling sectors and domestic revenue mobilization; (2) expand equitable access to health and education services; (3) promote the sustainable use of natural resources.,Ministry of Finance and Budget,,https://projects.worldbank.org/en/projects-operations/project-detail/P179006,"April 12, 2023","December 8, 2023","December 15, 2023","December 31, 2024",BANK APPROVED,I,,0.0,300000000.0,,0.0,Republic of Cote d'Ivoire,,,,,,,"February 25, 2024",
P179265,Western and Central Africa,Republic of Cabo Verde,,Cabo Verde: First Fiscal Space and Sustainable Growth DPF,"The program development objective is to (i) rebuild fiscal space, enhance climate resilience of public investments, and improve state-owned enterprise (SOE) performance, and (ii) promote sustainable growth through the green and blue economy, and inclusive economic participation.",Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P179265,"June 28, 2023","December 11, 2023","December 14, 2023","December 31, 2024",BANK APPROVED,I,,0.0,25000000.0,,0.0,Republic of Cabo Verde,,,,,,,"June 11, 2023",
P178836,"Middle East, North Africa, Afghanistan, and Pakistan",Republic of Djibouti,,Djibouti Agri-Food Value Chain Development Project,The project development objective is to improve the competitiveness and the resilience of selected agri-food value chains in the areas targeted by the project,"Ministry of Agriculture, Water, Fisheries, Livestock, in charge of Halieutic Ressources",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P178836,"June 27, 2023","December 11, 2023","July 8, 2024","December 31, 2028",BANK APPROVED,I,,0.0,15000000.0,,0.0,Ministry of Economy and Finance,,,Moderate,,,,"June 22, 2023",
P181083,Western and Central Africa,Republic of Liberia,,Rural Economic Transformation Project Second Additional Financing,To improve productivity and market access for small holder farmers and agri-enterprises for selected value chains in project participating counties.,Ministry of Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P181083,"November 11, 2023","December 19, 2023",,"June 30, 2029",BANK APPROVED,O,,0.0,76000000.0,,9000000.0,"Ministry of Agriculture,Republic of Liberia",,,,,,,"May 17, 2024",
P179078,Western and Central Africa,Western and Central Africa,,Health Security Program in Western and Central Africa,"Increase regional collaboration and health system capacities to prevent, detect and respond to health emergencies in Western and Central Africa.","Liberia Ministry of Health,Guinea Ministry of Health,West African Health Organization (WAHO),Cabo Verde Ministry of Finance",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P179078,"July 6, 2023","December 19, 2023","May 31, 2024","January 31, 2032",BANK APPROVED,G,,0.0,158000000.0,,20000000.0,"Economic Community of West-African States (ECOWAS),Republic of Liberia,Republic of Guinea,Republic of Cabo Verde",,,Substantial,,,,"June 30, 2023",
P180504,Eastern and Southern Africa,United Republic of Tanzania,,Tanzania Second Inclusive and Resilient Growth Development Policy Financing,"The proposed operation will support policy and institutional reforms to: i) improve the environment for private sector-driven recovery and growth; (ii) strengthen the management of SOEs and fiscal risks, and improve fiscal transparency, and (iii) boost economic resilience.",Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P180504,"October 27, 2023","December 20, 2023","December 21, 2023","February 28, 2025",BANK APPROVED,I,,0.0,750000000.0,,0.0,The United Republic of Tanzania,,,,,,,"February 20, 2024",
P181011,Eastern and Southern Africa,Republic of Zambia,,"Zambia Second Macroeconomic Stability, Growth and Competitiveness DPF",The program development objectives are to help Zambia restore macroeconomic stability and debt sustainability and promote private-sector-led inclusive growth.,Ministry of Finance and National Planning,,https://projects.worldbank.org/en/projects-operations/project-detail/P181011,"August 23, 2023","December 21, 2023","December 22, 2023","January 15, 2026",BANK APPROVED,I,,0.0,125000000.0,,0.0,Republic of Zambia,,,,,,,"February 20, 2024",
P178210,Eastern and Southern Africa,Republic of Seychelles,,SEYCHELLES THIRD FISCAL SUSTAINABILITY AND CLIMATE RESILIENCE DEVELOPMENT POLICY FINANCING,The Program Development Objectives are to support the government’s effort to: (i) strengthen medium-term fiscal sustainability; (ii) build resilience and (iii) strengthen policies for inclusive and sustainable growth,"MINISTRY OF FINANCE, NATIONAL PLANNING, AND TRADE",,https://projects.worldbank.org/en/projects-operations/project-detail/P178210,"October 21, 2023","January 11, 2024","February 8, 2024","December 31, 2025",BANK APPROVED,I,,25000000.0,0.0,,0.0,The Republic of Seychelles,,,,,,,"January 14, 2024",
P180244,Western and Central Africa,Western and Central Africa,,WEST AFRICA FOOD SYSTEM RESILIENCE PROGRAM (FSRP) PHASE 3,To increase preparedness against food insecurity and improve the resilience of food systems in Senegal,"Ministry of Agriculture, Food Sovereignty and Livestock",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P180244,"January 25, 2023","January 18, 2024","July 30, 2024","March 29, 2030",BANK APPROVED,I,,0.0,200000000.0,,30000000.0,Ministry of Finance and Budget,,,Substantial,,,,"November 14, 2024",
P180718,Western and Central Africa,Republic of Ghana,,First Resilient Recovery Development Policy Financing,To restore fiscal sustainability; support financial sector stability and private sector development; improve energy sector financial discipline; and strengthen social and climate resilience.,Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P180718,"August 21, 2023","January 23, 2024","March 15, 2024","December 31, 2024",BANK APPROVED,I,,0.0,300000000.0,,0.0,Republic of Ghana,,,,,,,"March 16, 2024",
P175723,Latin America and Caribbean,Federative Republic of Brazil,,Mato Grosso Sustainable Development of Family Farming,"To improve the access to markets, climate resilience, and land and environmental management of selected family farmers in the State of Mato Grosso and in case of an Eligible Crisis or Emergency, respond promptly and effectively to it.",State Secretariat for Family Agriculture (SEAF),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P175723,"July 27, 2022","February 5, 2024",,"May 15, 2030",BANK APPROVED,I,,80000000.0,0.0,,0.0,State of Mato Grosso,,,Substantial,,,,"June 23, 2023",
P179449,Western and Central Africa,Western and Central Africa,,Senegal River Valley Development and Resilience Project,The PDO is to improve regional collaboration and the socioeconomic and climate resilience of targeted communities in the Senegal River Valley (Mauritania and Senegal).,"Ministry of Family and Solidarity,Ministry of Agriculture and Food Sovereignty",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P179449,"March 8, 2023","February 13, 2024","June 13, 2024","February 28, 2029",BANK APPROVED,I,,0.0,195000000.0,,0.0,"The Republic of Senegal,The Islamic Republic of Mauritania",,,Substantial,,,,"May 29, 2023",
P178861,Latin America and Caribbean,Plurinational State of Bolivia,,Bolivia Resilient Water Management for Community and Household Irrigation Project,To improve integrated water resources management in selected basins and increase the resilience to climate variability of vulnerable rural families in selected micro basins.,"Viceministerio de Recursos Hidricos y Riego (VRHyR),Ministerio de Medio Ambiente y Agua (MMAyA)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P178861,"November 13, 2022","February 20, 2024",,"January 30, 2030",BANK APPROVED,I,,150000000.0,0.0,,0.0,Plurinational State of Bolivia,,,Substantial,,,,"May 25, 2023",
P181480,"Middle East, North Africa, Afghanistan, and Pakistan",Islamic Republic of Afghanistan,,Additional Financing for Afghanistan Emergency Food Security Project,To improve resilience of agriculture production system for target beneficiaries,FAO,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P181480,"January 12, 2024","February 23, 2024",,"December 31, 2027",BANK APPROVED,G,,,,,100000000.0,FAO,,,,,,,"March 26, 2024",
P177407,Europe and Central Asia,Central Asia,,RESILAND CA+ Program: Kyrgyz Republic Resilient Landscape Restoration Project,The objectives of the project are: (i) to increase the area under sustainable landscape management in Selected Locations in the Kyrgyz Republic; and (ii) to promote Kyrgyz Republic’s collaboration with other Central Asian countries on transboundary landscape restoration.,Ministry of Emergency Situations,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P177407,"November 16, 2022","February 27, 2024","August 28, 2024","June 29, 2029",BANK APPROVED,G,,0.0,45000000.0,,7400000.0,Kyrgyz Republic,,,Moderate,,,,"July 10, 2023",
P178813,Eastern and Southern Africa,United Republic of Tanzania,,Project for Advancing Gender Equality in Tanzania (PAMOJA),To promote economic opportunities for women and adolescent girls and strengthen Gender-Based Violence prevention and response in targeted areas in Tanzania while supporting the government’s capacity to advance gender equality.,"Presidents Office, Regional Administration and Local Government (PO-RALG),Zanzibar Economic Empowerment Agency (ZEEA),Ministry of Community Development, Gender, Elderly and Children (MoCDGEC),Ministry of Community Development, Gender, Women and Special Groups (MoCDGWSG)",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P178813,"July 6, 2022","March 5, 2024","April 30, 2025","February 28, 2029",BANK APPROVED,G,,0.0,100000000.0,,4000000.0,United Republic of Tanzania represented by the Ministry of Finance,,,Moderate,,,,"June 18, 2023",
P181150,Western and Central Africa,Western and Central Africa,,Accelerating Impacts of CGIAR Climate Research for Africa Additional Financing,"The Project Development Objective is to strengthen the capacity of governments, regional organizations, farmers and other relevant stakeholders and enhance access to—and use of—climate information services and validated climate-smart agriculture technologies in IDA- eligible countries in Africa","International Livestock Research Institute (ILRI),International Institute of Tropical Agriculture (IITA)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P181150,"January 8, 2024","March 8, 2024",,"July 31, 2026",BANK APPROVED,I,,0.0,40000000.0,,0.0,International Center for Tropical Agriculture (CIAT),,,,,,,"November 14, 2024",
P181565,"Middle East, North Africa, Afghanistan, and Pakistan",Republic of Tunisia,,Second Additional Financing to Tunisia Emergency Food Security Response Project,"To (a) ensure, in the short-term, the supply of (i) agricultural inputs for farmers to secure the next cropping seasons and for continued dairy production, and (ii) wheat for uninterrupted access to bread and other grain products for poor and vulnerable households; and (b) strengthen Tunisia’s resilience to food crises by laying the ground for reforms of the grain value chain.",Office des Céréales,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P181565,"February 11, 2024","March 14, 2024",,"December 31, 2026",BANK APPROVED,I,,300000000.0,0.0,,0.0,Ministry of Economy,,,,,,,"April 4, 2024",
P177474,Latin America and Caribbean,Federative Republic of Brazil,,Piauí Pillars of Growth and Social Inclusion Project 2,"To increase land tenure security, the adoption of sustainable natural resources management practices, and Climate-Smart Agriculture practices among target beneficiaries in the State of Piauí; and in case of an Eligible Crisis or Emergency, respond promptly and effectively to it.",Piauí State Secretariat for Planning (SEPLAN),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P177474,"September 20, 2022","March 14, 2024","March 26, 2025","July 31, 2029",BANK APPROVED,I,,50000000.0,0.0,,0.0,,,,Substantial,,,,"August 3, 2023",
P181306,Latin America and Caribbean,Republic of Panama,,Panama Second Climate Resilience and Green Growth DPL,The development objective is to establish policy foundations to foster low-emission and sustainable economic growth and climate change resilience.,Ministry of Economy and Finance (MEF),,https://projects.worldbank.org/en/projects-operations/project-detail/P181306,"November 24, 2023","March 22, 2024","May 28, 2024","December 31, 2025",BANK APPROVED,I,,350000000.0,0.0,,0.0,Republic of Panama,,,,,,,"February 13, 2024",
P180076,Eastern and Southern Africa,Federal Democratic Republic of Ethiopia,,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",To improve the livelihoods and climate resilience of pastoral and agropastoral communities in the lowlands of Ethiopia.,Ministry of Irrigation and Lowlands,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P180076,"May 31, 2023","March 22, 2024","June 21, 2024","June 30, 2029",BANK APPROVED,I,,0.0,340000000.0,,80000000.0,Federal Democratic Republic of Ethiopia,,,Substantial,,,,"May 9, 2023",
P502032,Europe and Central Asia,Ukraine,,Growth Foundations DPO,The objectives of the operation are to (i) strengthen the economic policy framework to facilitate a structural shift towards sustainable growth; and (ii) enhance macro-financial stability to create a growth-conducive environment.,Ministry of Finance,,https://projects.worldbank.org/en/projects-operations/project-detail/P502032,"February 22, 2024","March 26, 2024","March 27, 2024","December 31, 2025",BANK APPROVED,I,,1500000000.0,0.0,,0.0,Ukraine,,,,,,,"April 14, 2025",
